"Pc_Latitude","Pg_Latitude","Longitude","u","v","correl"
-62.11341,-65.1681,161.37241,26.01651,1.63599,0.86008
-61.98032,-65.04538,166.28207,18.43776,-1.09022,0.67384
-61.87191,-64.94536,156.63116,27.24372,-1.09034,0.7807
-61.84229,-64.91803,161.34741,27.02773,1.63641,0.86732
-61.72742,-64.812,166.28207,18.59493,-1.09048,0.67855
-61.6191,-64.71198,156.68118,25.91966,-1.09059,0.80986
-61.54437,-64.64296,161.34741,27.29759,3.27373,0.85383
-61.47474,-64.57863,166.29874,18.23081,-1.09074,0.68698
-61.36652,-64.47861,157.06454,14.11406,-1.09085,0.75304
-61.24677,-64.36788,161.72247,15.75235,4.91199,0.84572
-61.2223,-64.34525,166.66544,6.8279,-1.091,0.61121
-61.18625,-64.31191,173.31606,15.77529,-1.09104,0.51146
-61.11418,-64.24523,157.41457,3.16249,-1.09112,0.65
-61.03054,-64.16782,161.89748,10.31151,1.63767,0.83942
-60.97009,-64.11187,173.26604,17.47532,-1.09127,0.58871
-60.97009,-64.11187,166.74878,4.23644,-1.09127,0.53026
-60.76049,-63.91776,161.74747,15.20274,1.63809,0.7968
-60.49071,-63.66769,161.82248,12.91322,1.63852,0.7411
-60.35856,-63.5451,157.21455,9.72049,-1.09191,0.5241
-60.21487,-63.41174,166.54877,10.84963,-1.09206,0.62092
-60.19427,-63.39261,161.87248,11.40549,3.27798,0.8244
-60.10716,-63.31172,157.19789,10.34207,-1.09218,0.79447
-59.96361,-63.17837,166.31541,18.59008,-1.09233,0.76949
-59.92506,-63.14254,161.89748,10.68037,3.27884,0.89734
-59.856,-63.07835,157.21455,9.8748,-1.09245,0.88862
-59.71258,-62.94499,166.49876,12.67394,-1.0926,0.85721
-59.68301,-62.91748,161.87248,11.58851,1.63981,0.91251
-59.67674,-62.91165,173.68275,4.4132,-1.09264,0.54591
-59.60507,-62.84497,157.24789,8.8459,-1.09272,0.91317
-59.4949,-62.74243,190.97652,1.6651,0,0.85245
-59.4949,-62.74243,173.27406,8.32548,0,0.85092
-59.46804,-62.71742,208.22892,9.99879,1.64016,0.89493
-59.4618,-62.71161,166.51543,12.21666,-1.09287,0.87251
-59.44118,-62.69242,161.77247,15.01051,0,0.89284
-59.35439,-62.6116,157.26456,8.35688,-1.09299,0.89025
-59.25324,-62.51737,191.00153,0.8387,-1.64051,0.81686
-59.22641,-62.49236,208.35394,5.87569,0,0.87758
-59.21125,-62.47824,166.64877,7.83374,-1.09314,0.83307
-59.19957,-62.46735,173.49909,0.84007,1.6406,0.82
-59.10395,-62.37822,157.19789,10.66604,-1.09326,0.80484
-59.09226,-62.36732,162.02251,6.74236,4.92232,0.87068
-59.03863,-62.31731,144.52007,15.19484,1.64086,0.82343
-58.96095,-62.24486,166.7821,3.38274,-1.09342,0.76228
-58.95819,-62.24229,190.97652,1.6924,0,0.77615
-58.93138,-62.21728,173.52409,0,1.64104,0.77639
-58.93138,-62.21728,208.32893,6.77505,1.64104,0.85533
-58.85375,-62.14484,157.09789,14.14009,-1.09354,0.68315
-58.85098,-62.14226,161.89748,11.03597,3.28234,0.84607
-58.7706,-62.06724,144.54507,14.46631,1.6413,0.78345
-58.71703,-62.01723,191.00153,0.85232,-1.64139,0.759
-58.71703,-62.01723,173.32407,6.81854,-1.64139,0.68907
-58.71088,-62.01148,166.7821,3.4081,-1.09369,0.71458
-58.66347,-61.96721,208.40395,4.26837,1.64148,0.88926
-58.60993,-61.9172,161.9725,8.5503,1.64157,0.81416
-58.60379,-61.91146,157.0312,16.5249,-1.09381,0.74428
-58.50286,-61.81717,144.62009,12.00836,1.64175,0.79881
-58.46106,-61.77811,199.20178,-2.86115,-1.09397,0.52399
-58.46106,-61.77811,166.39874,16.59469,-1.09397,0.69551
-58.44935,-61.76716,191.00153,0.85909,-1.64183,0.77629
-58.4226,-61.74215,173.34908,6.01839,0,0.59738
-58.39585,-61.71714,208.42895,3.44178,1.64192,0.92829
-58.35407,-61.67809,157.54791,-1.14807,-1.09409,0.71412
-58.34235,-61.66713,162.04751,6.03259,1.64201,0.82259
-58.2354,-61.5671,144.52007,15.56099,1.64219,0.82388
-58.21149,-61.54473,166.46542,14.41081,-1.09425,0.58588
-58.15522,-61.49208,190.92652,3.46609,0,0.76715
-58.1285,-61.46707,173.37408,5.20318,1.64237,0.56827
-58.1285,-61.46707,207.97888,19.07834,1.64237,0.94253
-58.1046,-61.44471,157.54791,-1.15646,-1.09436,0.57847
-58.07506,-61.41706,162.04751,6.07982,1.64246,0.79885
-58.02164,-61.36705,144.42006,19.13762,-1.64255,0.79299
-57.96216,-61.31135,173.64941,5.80622,-1.09452,0.61364
-57.96216,-61.31135,166.94879,-2.32249,-1.09452,0.53914
-57.92656,-61.27801,199.16844,-1.74366,-1.09456,0.54366
-57.86143,-61.217,208.42895,3.49571,1.64282,0.93617
-57.86143,-61.217,190.92652,3.49571,1.64282,0.76324
-57.86143,-61.217,173.42408,3.49571,1.64282,0.58985
-57.85538,-61.21134,157.58125,-2.32966,-1.09464,0.50333
-57.80805,-61.16699,161.94749,9.62798,1.64291,0.72978
-57.75468,-61.11698,144.42006,19.2855,-1.643,0.70401
-57.74864,-61.11132,173.64941,5.84203,-1.09476,0.56889
-57.64798,-61.01695,208.25392,9.67226,-1.64318,0.91529
-57.64798,-61.01695,161.62244,8.79296,1.64318,0.74415
-57.59464,-60.96694,190.92652,3.52254,1.64327,0.77553
-57.59464,-60.96694,173.24906,9.687,1.64327,0.58421
-57.56798,-60.94193,161.62244,8.81306,0,0.68622
-57.51466,-60.89191,161.92249,10.59173,3.2868,0.65914
-57.46136,-60.8419,161.62244,8.83982,0,0.61683
-57.43471,-60.81689,144.92013,1.7693,1.64354,0.64521
-57.32814,-60.71687,190.7515,9.76056,1.64372,0.82577
-57.32814,-60.71687,173.24906,9.76056,1.64372,0.63289
-57.27488,-60.66685,161.54744,11.55256,4.93143,0.65532
-57.22162,-60.61684,162.07251,5.33995,4.9317,0.69736
-57.195,-60.59183,161.54744,11.57857,3.28789,0.71118
-57.16838,-60.56682,144.57008,14.26121,1.64399,0.76458
-57.10918,-60.51121,157.73128,-7.7336,-1.09549,0.50007
-57.08853,-60.4918,190.8015,8.03991,0,0.85802
-57.06193,-60.4668,173.24906,9.83388,1.64417,0.74745
-57.06192,-60.4668,161.69746,6.25793,4.93252,0.75496
-56.98212,-60.39178,162.19753,0.89598,3.28862,0.81381
-56.9673,-60.37785,167.18214,-10.75061,-1.09565,0.68904
-56.95552,-60.36677,161.69746,6.27655,4.93306,0.80807
-56.90233,-60.31676,144.94513,0.89798,1.64444,0.88418
-56.84916,-60.26674,191.02654,0,-1.64454,0.86494
-56.79599,-60.21673,173.49909,0.90063,1.64463,0.82296
-56.79599,-60.21673,161.87248,0,1.64463,0.88857
-56.71921,-60.14447,167.18214,-10.8249,-1.09593,0.79413
-56.71627,-60.14171,162.39756,-6.31836,3.28953,0.88322
-56.6897,-60.1167,161.89748,-0.90329,1.64481,0.90188
-56.63657,-60.06668,144.97014,0,1.6449,0.93264
-56.5569,-59.99166,208.52896,0,0,0.91379
-56.5569,-59.99166,173.39908,4.53297,0,0.86466
-56.53035,-59.96666,191.05154,-0.90726,1.64508,0.84769
-56.5038,-59.94165,162.09752,4.53958,0,0.89396
-56.47725,-59.91664,161.72246,5.45147,1.64518,0.91591
-56.47136,-59.91109,173.8661,-1.81649,-1.09621,0.57215
-56.47136,-59.91109,167.18214,-10.89897,-1.09621,0.7619
-56.3711,-59.81662,144.79511,6.37853,1.64536,0.93419
-56.3711,-59.81662,161.72246,5.46731,1.64536,0.91367
-56.36522,-59.81108,157.78128,-9.71612,-1.09634,0.72022
-56.29151,-59.74159,173.37408,5.47918,0,0.89128
-56.29151,-59.74159,161.72246,5.47918,0,0.88766
-56.26499,-59.71659,191.07654,-1.82771,1.64554,0.82224
-56.26499,-59.71659,208.52896,0,1.64554,0.90618
-56.25912,-59.71106,173.91611,-3.65409,-1.09646,0.69471
-56.21195,-59.66657,162.07251,5.49104,1.64563,0.8713
-56.15892,-59.61656,107.93999,-2.74947,1.64573,0.89219
-56.13242,-59.59155,161.89748,-0.91715,3.29154,0.85385
-56.11773,-59.5777,157.7646,-9.17031,-1.09662,0.65248
-56.10591,-59.56655,144.92013,1.83561,1.64582,0.92112
-56.05291,-59.51653,107.96499,-3.67648,1.64591,0.90036
-56.04707,-59.51102,173.99945,-6.73774,-1.0967,0.82585
-56.02641,-59.49153,173.49909,0.91978,0,0.90656
-56.02641,-59.49153,161.87248,0,3.29191,0.85435
-55.99992,-59.46652,190.97652,1.84087,1.646,0.81262
-55.97642,-59.44434,167.1488,-9.81903,-1.09679,0.77772
-55.94694,-59.4165,108.015,-5.53049,1.64609,0.90115
-55.92045,-59.3915,162.27254,-1.84481,3.29228,0.84514
-55.8705,-59.34432,157.78128,-9.847,-1.09691,0.73457
-55.84101,-59.31648,144.82011,5.54623,1.64628,0.89906
-55.84101,-59.31648,108.065,-7.39497,1.64628,0.8944
-55.8352,-59.31098,174.01611,-7.39224,-1.09695,0.8477
-55.7616,-59.24146,208.67899,-5.55802,0,0.88309
-55.7616,-59.24146,173.52409,0,0,0.9271
-55.73513,-59.21645,191.17655,-5.56195,1.64646,0.84582
-55.73513,-59.21645,108.065,-7.41593,1.64646,0.90346
-55.72933,-59.21097,167.1488,-9.88425,-1.09707,0.85811
-55.70867,-59.19144,161.9975,-4.63823,3.29302,0.89099
-55.65575,-59.14143,162.29755,-2.78686,3.29321,0.84852
-55.6293,-59.11642,108.065,-7.43686,1.64665,0.91744
-55.60285,-59.09141,161.94749,-2.79078,3.29339,0.89198
-55.5764,-59.06641,145.04515,-2.79274,1.64674,0.8799
-55.52352,-59.01639,173.5491,-0.93222,-1.64684,0.9301
-55.52352,-59.01639,108.04,-6.52554,1.64684,0.91608
-55.52352,-59.01639,161.89748,-0.93222,1.64684,0.88865
-55.47064,-58.96638,191.20156,-6.53468,1.64693,0.86699
-55.47064,-58.96638,208.67899,-5.60115,1.64693,0.88129
-55.44421,-58.94137,161.89748,-0.93418,0,0.87692
-55.44421,-58.94137,162.24754,-0.93418,0,0.83165
-55.41778,-58.91637,108.015,-5.60898,1.64702,0.90739
-55.39135,-58.89136,161.87248,0,-3.29413,0.86749
-55.31208,-58.81634,145.02014,-1.87487,1.64721,0.84317
-55.31208,-58.81634,108.015,-5.62461,1.64721,0.90461
-55.28567,-58.79133,161.84748,0.93809,-3.29451,0.86265
-55.25925,-58.76632,173.5491,-0.93874,-1.6473,0.92463
-55.23284,-58.74132,190.95152,2.81816,0,0.8642
-55.23284,-58.74132,162.22253,0,-3.29469,0.79089
-55.20644,-58.71631,208.72899,-7.5203,1.64739,0.88587
-55.20644,-58.71631,107.99,-4.70019,1.64739,0.91638
-55.10084,-58.61628,107.96499,-3.77054,1.64758,0.91941
-55.04805,-58.56627,145.07015,-3.77574,1.64767,0.73639
-54.99528,-58.51625,107.99,-4.72615,1.64777,0.91434
-54.9689,-58.49125,190.97652,1.89176,0,0.86358
-54.94252,-58.46624,208.72899,-7.57221,1.64786,0.88789
-54.94252,-58.46624,173.67412,-5.67916,1.64786,0.92085
-54.94252,-58.46624,162.02251,-5.67916,-1.64786,0.81702
-54.91615,-58.44123,162.39756,-6.63022,0,0.7411
-54.88978,-58.41623,108.04,-6.63475,1.64795,0.90599
-54.81067,-58.34121,144.84512,4.74882,0,0.5787
-54.78431,-58.3162,108.065,-7.60328,1.64814,0.89777
-54.7316,-58.26618,208.52896,0,-1.64823,0.88829
-54.7316,-58.26618,191.00153,0.9517,-1.64823,0.86998
-54.7316,-58.26618,162.04751,-6.66192,-1.64823,0.80073
-54.70525,-58.24118,107.99,-4.76174,0,0.88519
-54.70525,-58.24118,162.39756,-6.66644,-3.29656,0.66862
-54.6789,-58.21617,173.74913,-8.57694,1.64833,0.91771
-54.6381,-58.17744,157.7646,-9.53492,-1.09836,0.62467
-54.62621,-58.16616,107.91499,-1.90857,-1.64842,0.88073
-54.5472,-58.09114,144.92013,1.91244,0,0.56957
-54.49766,-58.04408,167.13214,-8.29338,-1.09852,0.80408
-54.49766,-58.04408,167.08214,-7.65542,-1.09852,0.81154
-54.49454,-58.04112,108.015,-5.74504,0,0.89117
-54.46821,-58.01612,208.52896,0,-1.6487,0.87249
-54.44189,-57.99111,191.00153,0.95879,0,0.87182
-54.41557,-57.9661,173.74913,-8.63494,1.6488,0.91973
-54.39238,-57.94407,157.64793,-5.11734,-1.09865,0.62167
-54.39238,-57.94407,167.11546,-7.676,-1.09865,0.78384
-54.36294,-57.91609,108.065,-7.68579,1.64889,0.91393
-54.3573,-57.91072,174.01611,-7.68286,-1.09869,0.71862
-54.33663,-57.89108,162.42256,-7.69093,3.29787,0.67769
-54.31032,-57.86607,144.87012,3.84804,-1.64898,0.57417
-54.31032,-57.86607,162.07251,-7.69607,4.94695,0.77576
-54.28715,-57.84405,167.13214,-8.33793,-1.09877,0.75139
-54.25771,-57.81606,108.065,-7.70635,1.64908,0.91866
-54.25208,-57.81071,167.01546,-5.1356,-1.09882,0.76507
-54.23142,-57.79105,162.07251,-7.71148,3.29825,0.78167
-54.18196,-57.74403,167.0988,-7.07399,-1.0989,0.71135
-54.17882,-57.74104,191.00153,0.96522,0,0.86968
-54.15253,-57.71603,173.72412,-7.72687,1.64927,0.91327
-54.15253,-57.71603,208.70399,-6.76101,1.64927,0.85667
-54.15253,-57.71603,108.09001,-8.69273,1.64927,0.90409
-54.15253,-57.71603,162.07251,-7.72687,1.64927,0.77711
-54.14692,-57.71069,173.93279,-4.50561,-1.09894,0.62589
-54.14692,-57.71069,157.58125,-2.57464,-1.09894,0.61555
-54.09996,-57.66602,162.42256,-7.73713,1.64936,0.71918
-54.07683,-57.64401,167.03214,-4.51358,-1.09902,0.68362
-54.07368,-57.64101,108.04,-6.77447,0,0.89368
-54.0474,-57.616,162.07251,-7.74737,1.64946,0.7679
-54.00676,-57.57733,166.99879,-4.52154,-1.09911,0.72993
-53.99485,-57.56599,145.17017,-7.75761,1.64955,0.50037
-53.97174,-57.54399,166.99879,-3.23251,-1.09915,0.68581
-53.96858,-57.54099,162.04751,-6.79238,0,0.74786
-53.94232,-57.51598,108.21503,-13.59372,1.64964,0.9043
-53.93672,-57.51065,173.88277,-2.58828,-1.09919,0.65203
-53.91605,-57.49097,173.69912,-6.80133,0,0.88685
-53.91605,-57.49097,208.67899,-5.82971,0,0.85814
-53.90171,-57.47731,157.53127,-0.64764,-1.09923,0.65112
-53.88979,-57.46596,191.15155,-4.86129,1.64974,0.87683
-53.88979,-57.46596,108.14001,-10.69483,-1.64974,0.91862
-53.8667,-57.44397,166.99879,-3.24103,-1.09928,0.7169
-53.86353,-57.44096,162.02251,-5.83738,0,0.73058
-53.83728,-57.41595,162.39756,-6.81474,1.64983,0.70032
-53.78477,-57.36593,108.11501,-9.74811,-1.64993,0.91067
-53.7617,-57.34395,166.99879,-3.24953,-1.0994,0.71289
-53.7617,-57.34395,166.99879,-4.54934,-1.0994,0.68559
-53.75853,-57.34093,161.9975,-4.87724,0,0.71817
-53.73228,-57.31592,145.14516,-6.8326,1.65002,0.52226
-53.72671,-57.31061,173.91611,-3.90283,-1.09944,0.7041
-53.67981,-57.26591,173.67412,-5.86416,-1.65012,0.8383
-53.67981,-57.26591,108.11501,-9.7736,-1.65012,0.9059
-53.65675,-57.24393,157.51459,0,-1.09953,0.637
-53.65675,-57.24393,167.01546,-3.90962,-1.09953,0.6635
-53.65357,-57.2409,208.67899,-5.86798,0,0.85299
-53.65357,-57.2409,161.9725,-3.91199,0,0.70366
-53.62734,-57.21589,191.12655,-3.91453,1.65021,0.88366
-53.60111,-57.19089,162.34755,-4.89635,0,0.67515
-53.57489,-57.16588,108.11501,-9.79905,-1.65031,0.90974
-53.55185,-57.14392,167.01546,-3.9198,-1.09965,0.62703
-53.52244,-57.11587,161.92249,-1.96235,1.6504,0.6958
-53.5169,-57.11058,173.96611,-5.88477,-1.0997,0.67453
-53.5169,-57.11058,166.93213,-1.96159,-1.0997,0.63024
-53.47001,-57.06585,144.99514,-0.98245,1.6505,0.64991
-53.47001,-57.06585,108.14001,-10.80692,-1.6505,0.90371
-53.4438,-57.04084,161.9725,-3.93233,0,0.68771
-53.41759,-57.01584,173.74913,-8.85345,-1.65059,0.78532
-53.41206,-57.01056,157.46458,1.96667,-1.09982,0.59025
-53.39138,-56.99083,208.65398,-4.92176,0,0.83592
-53.36518,-56.96582,191.10155,-2.95496,1.65069,0.88767
-53.36518,-56.96582,162.34755,-4.92493,-1.65069,0.62629
-53.33899,-56.94082,161.9975,-4.9281,0,0.68139
-53.31279,-56.91581,108.16502,-11.83504,1.65078,0.89347
-53.30726,-56.91054,173.96611,-5.91521,-1.09995,0.65934
-53.27235,-56.8772,166.84879,1.31562,-1.09999,0.65914
-53.2604,-56.8658,162.02251,-5.92512,-1.65088,0.66412
-53.23422,-56.84079,108.09001,-8.89338,0,0.90444
-53.20803,-56.81578,144.99514,-0.98879,1.65097,0.7349
-53.18185,-56.79078,162.04751,-6.92593,-3.30204,0.65409
-53.16762,-56.77718,157.54791,-1.31899,-1.10012,0.62871
-53.12949,-56.74076,173.62411,-3.96273,0,0.74528
-53.12949,-56.74076,108.11501,-9.90683,0,0.91233
-53.10332,-56.71575,208.60397,-2.97394,1.65116,0.81863
-53.10332,-56.71575,191.07654,-1.98263,1.65116,0.88665
-53.10332,-56.71575,161.9975,-4.95657,-4.95349,0.64065
-53.09783,-56.7105,173.98277,-6.60618,-1.1002,0.63082
-53.07715,-56.69075,162.34755,-4.95973,0,0.6116
-53.05098,-56.66574,108.09001,-8.9332,-1.65126,0.91552
-53.02805,-56.64382,166.99879,-4.63218,-1.10029,0.6258
-52.94635,-56.56571,145.14516,-6.96571,1.65145,0.73685
-52.94635,-56.56571,108.09001,-8.95591,-1.65145,0.9043
-52.92343,-56.5438,157.64793,-5.30736,-1.10041,0.6915
-52.92343,-56.5438,167.03214,-4.64394,-1.10041,0.56661
-52.89405,-56.5157,173.59911,-2.98908,-1.65154,0.6688
-52.89405,-56.5157,161.9975,-4.9818,1.65154,0.64808
-52.88857,-56.51046,174.01611,-7.96776,-1.10046,0.56952
-52.8679,-56.49069,191.05154,-0.99699,0,0.87653
-52.84176,-56.46568,208.72899,-7.98096,1.65164,0.80943
-52.81886,-56.44379,167.03214,-4.65569,-1.10054,0.54019
-52.78948,-56.41567,108.19003,-12.98542,1.65173,0.90691
-52.78948,-56.41567,162.02251,-5.99327,1.65173,0.67355
-52.78402,-56.41045,167.04881,-6.65657,-1.10058,0.51335
-52.76334,-56.39066,162.39756,-6.99655,3.30356,0.66231
-52.71108,-56.34065,145.17017,-8.00612,0,0.76426
-52.68496,-56.31564,108.21503,-14.01949,1.65193,0.91326
-52.67951,-56.31043,173.8661,-2.00199,-1.10071,0.51251
-52.67951,-56.31043,157.56459,-2.00199,-1.10071,0.67346
-52.65883,-56.29064,162.02251,-6.01212,3.30395,0.68515
-52.60986,-56.24375,166.91545,0,-1.1008,0.51467
-52.6066,-56.24062,191.20156,-7.02293,0,0.82893
-52.6066,-56.24062,173.69912,-7.02293,0,0.57594
-52.58049,-56.21562,208.72899,-8.03122,1.65212,0.78571
-52.58049,-56.21562,107.99,-5.01951,1.65212,0.90861
-52.58049,-56.21562,162.04751,-7.02732,1.65212,0.70615
-52.52827,-56.1656,162.42256,-8.04125,1.65221,0.72738
-52.47606,-56.11559,108.015,-6.03845,1.65231,0.90996
-52.47606,-56.11559,162.07251,-8.05127,1.65231,0.72911
-52.43584,-56.07705,157.48125,1.34246,-1.10101,0.65903
-52.42386,-56.06557,145.04515,-3.02298,1.6524,0.82684
-52.37168,-56.01556,108.04,-7.06238,1.6525,0.89343
-52.37168,-56.01556,162.12252,-10.08912,1.6525,0.74993
-52.3456,-55.99055,173.74913,-9.08583,0,0.5295
-52.31951,-55.96555,208.75399,-9.09145,1.6526,0.74171
-52.31951,-55.96555,191.25156,-9.09145,1.6526,0.76159
-52.29672,-55.94369,166.83212,2.02035,-1.10118,0.57527
-52.29343,-55.94054,162.44756,-9.09707,0,0.76569
-52.26735,-55.91553,108.065,-8.09128,1.65269,0.86372
-52.26735,-55.91553,161.9725,-4.04564,1.65269,0.77731
-52.19243,-55.84367,157.46458,2.02534,-1.10131,0.64439
-52.18913,-55.84051,145.04515,-3.03985,0,0.85129
-52.18913,-55.84051,161.9725,-4.05313,0,0.79601
-52.16307,-55.8155,108.04,-7.09734,1.65288,0.83377
-52.15768,-55.81034,189.96759,-2.027,-1.10135,0.60132
-52.15768,-55.81034,171.9826,-2.70267,-1.10135,0.50172
-52.12293,-55.777,189.96759,-2.02866,-1.10139,0.63681
-52.12293,-55.777,171.96593,-2.02866,-1.10139,0.52578
-52.11094,-55.76549,173.5741,-2.0303,-1.65298,0.50633
-52.11094,-55.76549,161.94749,-3.04545,-1.65298,0.77995
-52.08819,-55.74366,189.98425,-2.7071,-1.10144,0.66189
-52.08819,-55.74366,171.96593,-2.03032,-1.10144,0.53942
-52.08819,-55.74366,187.01732,-4.06065,-1.10144,0.55917
-52.05883,-55.71548,208.75399,-9.14757,1.65308,0.72802
-52.05883,-55.71548,191.25156,-9.14757,1.65308,0.75049
-52.05883,-55.71548,107.81497,2.03279,1.65308,0.84296
-52.05346,-55.71032,190.03426,-4.74129,-1.10148,0.68156
-52.05346,-55.71032,171.94926,-1.35465,-1.10148,0.54155
-52.05346,-55.71032,166.88213,0,-1.10148,0.55283
-52.03278,-55.69047,162.27254,-2.03404,0,0.73078
-52.01873,-55.67698,190.0676,-6.10092,-1.10152,0.69617
-52.01873,-55.67698,171.94926,-1.35576,-1.10152,0.53449
-52.00673,-55.66546,161.94749,-3.05292,-1.65317,0.73317
-51.984,-55.64364,190.08427,-6.78433,-1.10156,0.70021
-51.984,-55.64364,171.94926,-1.35687,-1.10156,0.5197
-51.95464,-55.61545,107.73996,5.09442,1.65327,0.84917
-51.95464,-55.61545,162.04751,-7.13219,-4.9598,0.66315
-51.94928,-55.6103,190.10094,-7.46883,-1.10161,0.69477
-51.94928,-55.6103,157.41457,4.07391,-1.10161,0.52446
-51.9286,-55.59044,145.07015,-4.07802,0,0.79706
-51.91456,-55.57696,190.1676,-10.19305,-1.10165,0.68941
-51.87986,-55.54362,190.20094,-11.5615,-1.10169,0.69177
-51.87653,-55.54043,107.71496,6.12448,0,0.83874
-51.8505,-55.51542,162.04751,-7.14957,-4.96038,0.58039
-51.79845,-55.46541,208.779,-10.22608,1.65356,0.73222
-51.79845,-55.46541,191.25156,-9.20347,1.65356,0.73429
-51.79845,-55.46541,162.24754,-1.02261,-1.65356,0.63498
-51.77243,-55.4404,108.04,-7.1626,0,0.8358
-51.69438,-55.36538,145.12016,-6.15052,-1.65375,0.63211
-51.69438,-55.36538,107.99,-5.12543,-1.65375,0.84539
-51.69438,-55.36538,161.87248,0,-1.65375,0.51672
-51.53837,-55.21534,191.20156,-7.20157,1.65404,0.69124
-51.53837,-55.21534,208.57897,-2.05759,1.65404,0.78224
-51.53837,-55.21534,108.015,-6.17277,1.65404,0.8691
-51.53837,-55.21534,162.29755,-3.08639,-1.65404,0.50168
-51.43441,-55.11531,145.04515,-3.09379,-1.65423,0.62916
-51.43441,-55.11531,108.015,-6.18759,1.65423,0.88138
-51.35985,-55.04353,190.00093,-3.44164,-1.10233,0.65932
-51.33051,-55.01528,191.22656,-8.26983,-1.65442,0.62467
-51.33051,-55.01528,173.59911,-3.10119,-1.65442,0.65537
-51.33051,-55.01528,107.66495,8.26983,1.65442,0.87483
-51.32522,-55.01019,190.03426,-4.82212,-1.10238,0.6159
-51.2906,-54.97685,190.11761,-8.27305,-1.10242,0.57281
-51.27858,-54.96527,161.94749,-3.10488,-1.65452,0.66366
-51.27858,-54.96527,162.27254,-2.06992,-1.65452,0.69125
-51.25599,-54.94351,190.1676,-10.34951,-1.10246,0.54119
-51.22666,-54.91525,107.66495,8.28951,1.65462,0.85734
-51.22138,-54.91017,190.18428,-11.04822,-1.10251,0.51488
-51.17475,-54.86524,145.02014,-2.07484,-1.65471,0.75575
-51.17475,-54.86524,108.14001,-11.4116,-1.65471,0.85575
-51.17475,-54.86524,161.92249,-2.07484,-1.65471,0.76578
-51.15218,-54.84349,171.86591,2.07481,-1.10259,0.51873
-51.15218,-54.84349,166.84879,2.76642,-1.10259,0.50064
-51.11758,-54.81015,171.84924,2.7686,-1.10263,0.58637
-51.0969,-54.79022,161.89748,-1.03926,-3.30972,0.77543
-51.08299,-54.77681,171.84924,2.77078,-1.10268,0.64722
-51.08299,-54.77681,166.81544,2.77078,-1.10268,0.59473
-51.07096,-54.76521,191.22656,-8.31899,-1.65491,0.51444
-51.07096,-54.76521,173.59911,-3.11962,-1.65491,0.72214
-51.07096,-54.76521,108.11501,-10.39873,-1.65491,0.84809
-51.07096,-54.76521,162.27254,-2.07975,-4.96472,0.73122
-51.04841,-54.74347,171.84924,2.77296,-1.10272,0.6951
-51.04841,-54.74347,166.84879,2.77296,-1.10272,0.65973
-51.01909,-54.7152,161.92249,-2.0822,-4.96501,0.77048
-51.01384,-54.71013,171.83258,3.46892,-1.10276,0.73128
