"Pc_Latitude","Pg_Latitude","Longitude","u","v","correl"
-41.16013,-44.99166,115.194,21.14884,0,0.58007
-41.16013,-44.99166,156.44781,13.53073,0,0.82195
-41.14361,-44.97499,109.07677,8.46042,1.12347,0.70315
-41.14361,-44.97499,113.97722,8.46042,1.12347,0.80539
-41.14361,-44.97499,118.97768,13.53554,1.12337,0.56638
-41.14361,-44.97499,125.71164,15.22748,1.12337,0.56753
-41.14361,-44.97499,124.76155,16.07345,-1.12337,0.92396
-41.14361,-44.97499,195.8848,23.68719,1.12337,0.61209
-41.14361,-44.97499,207.15251,6.7672,1.12328,0.87215
-41.12709,-44.95832,166.08205,11.84582,0,0.7158
-41.12709,-44.95832,156.44781,13.53808,0,0.82823
-41.11058,-44.94166,105.45976,17.77651,1.12351,0.63248
-41.11058,-44.94166,91.52515,22.8536,-1.12342,0.93318
-41.11058,-44.94166,124.76155,16.08216,-1.12342,0.92275
-41.11058,-44.94166,168.54893,20.31262,1.12332,0.54777
-41.11058,-44.94166,174.56616,22.85169,1.12332,0.71845
-41.11058,-44.94166,211.10287,26.23713,-1.12332,0.54066
-41.11058,-44.94166,203.90221,11.00267,-1.12332,0.70749
-41.11058,-44.94166,190.60098,22.8536,1.12342,0.57861
-41.11058,-44.94166,195.93481,21.16074,1.12342,0.57804
-41.11058,-44.94166,188.10075,19.46626,1.12332,0.75833
-41.09406,-44.92499,92.5419,28.79362,-6.74232,0.70113
-41.09406,-44.92499,96.5256,29.64049,-6.74232,0.70519
-41.09406,-44.92499,156.43115,14.392,0,0.83622
-41.07755,-44.90832,124.76155,16.09087,-1.12346,0.9145
-41.07755,-44.90832,177.06639,22.86407,1.12337,0.74445
-41.07755,-44.90832,201.8187,18.63154,1.12346,0.63165
-41.07755,-44.90832,188.11742,18.62998,1.12337,0.76674
-41.06103,-44.89165,112.46042,9.31907,0,0.83619
-41.06103,-44.89165,112.32707,9.31907,0,0.86831
-41.06103,-44.89165,156.43115,14.39979,0,0.84373
-41.06103,-44.89165,207.15251,6.77637,0,0.8899
-41.04452,-44.87498,108.97676,11.86384,1.1236,0.73093
-41.04452,-44.87498,115.244,18.64629,-1.12379,0.54053
-41.04452,-44.87498,188.13409,17.79278,1.12341,0.78366
-41.02801,-44.85831,156.43115,14.40757,0,0.85281
-41.0115,-44.84164,101.47606,20.34729,-1.12355,0.50589
-41.0115,-44.84164,91.49181,24.58631,-1.12355,0.94042
-41.0115,-44.84164,124.77822,15.26047,1.12355,0.90525
-41.0115,-44.84164,168.53227,21.19333,1.12345,0.70285
-41.0115,-44.84164,174.61617,20.34559,1.12345,0.79322
-41.0115,-44.84164,211.18623,22.04106,-1.12345,0.60216
-41.0115,-44.84164,203.91888,10.1728,-1.12345,0.62912
-41.0115,-44.84164,165.96536,17.8024,1.12345,0.76452
-41.0115,-44.84164,156.43115,14.41146,-1.12345,0.86258
-41.0115,-44.84164,188.16742,16.10693,1.12345,0.80843
-40.97848,-44.8083,104.29299,21.20653,1.12359,0.86129
-40.97848,-44.8083,124.77822,15.2687,1.12359,0.89424
-40.97848,-44.8083,177.11639,20.35657,1.1235,0.8158
-40.97848,-44.8083,156.43115,14.41924,-1.1235,0.87343
-40.97848,-44.8083,188.1841,15.26743,1.1235,0.83642
-40.96198,-44.79163,207.18585,5.09051,0,0.87139
-40.94548,-44.77496,112.3104,10.18547,-1.12373,0.85425
-40.94548,-44.77496,118.99435,12.73078,-1.12363,0.60956
-40.94548,-44.77496,125.56163,22.9154,1.12363,0.52436
-40.94548,-44.77496,104.29299,21.21796,1.12363,0.85745
-40.94548,-44.77496,124.76155,16.12565,1.12363,0.87988
-40.94548,-44.77496,156.43115,14.42701,-1.12354,0.87631
-40.91247,-44.74162,101.47606,20.3802,-1.12368,0.55734
-40.91247,-44.74162,91.45847,26.32443,-1.12368,0.94442
-40.91247,-44.74162,104.27633,22.07855,1.12368,0.85109
-40.91247,-44.74162,124.76155,16.13433,1.12368,0.86233
-40.91247,-44.74162,168.54893,20.3785,1.12358,0.75356
-40.91247,-44.74162,174.63284,19.5294,1.12358,0.83326
-40.91247,-44.74162,211.2529,18.68029,-1.12358,0.68581
-40.91247,-44.74162,203.91888,10.18925,-1.12358,0.56485
-40.91247,-44.74162,165.86536,22.92582,1.12358,0.82781
-40.91247,-44.74162,156.43115,14.43477,-1.12358,0.8649
-40.91247,-44.74162,188.21742,13.58567,1.12358,0.88148
-40.89597,-44.72495,105.34309,23.78528,0,0.72161
-40.87947,-44.70828,112.44375,10.19643,-1.12381,0.81704
-40.87947,-44.70828,104.24299,23.78969,1.12372,0.84754
-40.87947,-44.70828,124.76155,16.143,1.12372,0.84433
-40.87947,-44.70828,109.44347,23.79565,-3.37201,0.61133
-40.87947,-44.70828,102.55949,26.34518,-1.124,0.53436
-40.87947,-44.70828,183.80035,19.5399,1.12363,0.87137
-40.87947,-44.70828,177.13306,19.5399,1.12363,0.83735
-40.87947,-44.70828,156.41447,15.29209,-1.12363,0.8399
-40.87947,-44.70828,188.21742,13.59297,1.12363,0.89223
-40.86297,-44.69161,92.5419,28.90247,-6.74414,0.68901
-40.86297,-44.69161,96.49226,31.45269,-6.74414,0.67571
-40.84648,-44.67494,109.01009,10.20191,-1.12386,0.71817
-40.84648,-44.67494,125.54496,23.80246,1.12376,0.60589
-40.84648,-44.67494,104.20965,25.50263,1.12376,0.8492
-40.84648,-44.67494,124.76155,16.15167,1.12376,0.82712
-40.84648,-44.67494,183.80035,19.55039,1.12367,0.86568
-40.84648,-44.67494,167.23215,26.35052,1.12367,0.83765
-40.84648,-44.67494,156.41447,15.3003,-1.12367,0.80632
-40.84648,-44.67494,207.18585,5.1001,1.12367,0.85184
-40.84648,-44.67494,188.23409,12.75025,1.12367,0.89489
-40.82998,-44.65827,99.59256,24.66121,0,0.62148
-40.82998,-44.65827,183.81702,18.70538,0,0.85873
-40.81349,-44.6416,112.29373,11.05799,-1.1239,0.80274
-40.81349,-44.6416,101.5094,18.71196,-1.12381,0.58768
-40.81349,-44.6416,91.4418,27.21739,-1.12381,0.94852
-40.81349,-44.6416,104.20965,25.51631,1.12381,0.85079
-40.81349,-44.6416,124.72822,17.86141,1.12381,0.81066
-40.81349,-44.6416,168.54893,20.41134,1.12371,0.7526
-40.81349,-44.6416,183.85036,17.00945,-1.12371,0.84904
-40.81349,-44.6416,174.63284,19.56087,1.12371,0.83744
-40.81349,-44.6416,211.28622,17.00945,-1.12371,0.70931
-40.81349,-44.6416,165.81535,25.51418,1.12371,0.86182
-40.81349,-44.6416,156.39781,16.15898,-1.12371,0.77397
-40.81349,-44.6416,188.23409,12.75709,1.12371,0.89093
-40.797,-44.62493,106.1265,28.0778,0,0.50674
-40.7805,-44.60826,104.19299,26.38097,1.12385,0.85267
-40.7805,-44.60826,124.67821,20.42398,1.12385,0.79822
-40.7805,-44.60826,203.86887,12.76392,1.12376,0.59749
-40.7805,-44.60826,177.11639,20.42227,1.12376,0.83223
-40.7805,-44.60826,156.39781,16.16763,-1.12376,0.74959
-40.7805,-44.60826,188.23409,12.76392,1.12376,0.88157
-40.74753,-44.57492,109.36012,28.10503,-3.37253,0.67224
-40.74752,-44.57492,125.56163,22.98926,1.12389,0.68743
-40.74752,-44.57492,104.19299,26.39508,1.12389,0.85589
-40.74752,-44.57492,134.52911,21.28636,1.12389,0.66182
-40.74752,-44.57492,124.66154,21.28636,1.12389,0.79365
-40.74752,-44.57492,183.78368,20.4332,1.1238,0.83716
-40.74752,-44.57492,167.19881,28.09564,1.1238,0.83131
-40.74752,-44.57492,156.38113,17.02766,-1.1238,0.7404
-40.74752,-44.57492,188.21742,13.62213,1.1238,0.86799
-40.73104,-44.55825,138.27946,20.44036,0,0.65812
-40.73104,-44.55825,127.26178,21.29204,0,0.74129
-40.73104,-44.55825,104.19299,26.40213,0,0.86079
-40.73104,-44.55825,168.53227,21.29026,0,0.72498
-40.71455,-44.54158,101.54274,17.03818,-1.12394,0.54606
-40.71455,-44.54158,118.91101,17.03818,-1.12394,0.51487
-40.71455,-44.54158,132.74564,22.14964,1.12394,0.86836
-40.71455,-44.54158,91.42514,28.113,-1.12394,0.94943
-40.71455,-44.54158,120.36115,23.00154,1.12394,0.64004
-40.71455,-44.54158,134.52911,21.29773,1.12394,0.6708
-40.71455,-44.54158,124.66154,21.29773,1.12394,0.80017
-40.71455,-44.54158,183.76701,21.29595,1.12384,0.82837
-40.71455,-44.54158,174.5995,21.29595,1.12384,0.80849
-40.71455,-44.54158,165.78201,27.25881,1.12384,0.85146
-40.71455,-44.54158,156.38113,17.03676,-1.12384,0.74367
-40.71455,-44.54158,188.21742,13.62941,1.12384,0.85105
-40.69807,-44.52491,104.17632,27.26836,0,0.86397
-40.69807,-44.52491,203.83554,14.48511,0,0.63116
-40.68158,-44.50824,105.27641,27.27791,-1.12407,0.72124
-40.68158,-44.50824,109.0601,9.37678,-1.12407,0.60633
-40.68158,-44.50824,113.94389,10.22922,-1.12407,0.76856
-40.68158,-44.50824,110.67692,23.86817,-1.12407,0.52592
-40.68158,-44.50824,112.41041,11.93409,-1.12407,0.71134
-40.68158,-44.50824,112.29373,11.08165,-1.12407,0.6948
-40.68158,-44.50824,132.74564,22.16145,-1.12398,0.8442
-40.68158,-44.50824,120.34447,23.86618,1.12398,0.68109
-40.68158,-44.50824,104.17632,27.27563,-1.12398,0.86395
-40.68158,-44.50824,134.42912,26.42327,1.12398,0.6975
-40.68158,-44.50824,124.56153,26.42327,1.12398,0.8165
-40.68158,-44.50824,102.37614,35.80824,-1.12426,0.6002
-40.68158,-44.50824,183.75034,22.1596,1.12389,0.81293
-40.68158,-44.50824,211.28622,17.04585,1.12389,0.70266
-40.68158,-44.50824,177.06639,23.01189,1.12389,0.78622
-40.68158,-44.50824,156.38113,17.04585,-1.12389,0.753
-40.68158,-44.50824,188.20076,14.48897,1.12389,0.83262
-40.6651,-44.49157,125.56163,23.01995,0,0.71893
-40.64862,-44.4749,120.31114,20.46763,-1.12402,0.63992
-40.64862,-44.4749,120.32781,24.73172,1.12402,0.72589
-40.64862,-44.4749,104.15965,28.14299,-1.12402,0.86269
-40.64862,-44.4749,134.42912,26.43735,1.12402,0.73067
-40.64862,-44.4749,124.56153,26.43735,1.12402,0.83626
-40.64862,-44.4749,115.01065,30.70913,-1.12431,0.56854
-40.64862,-44.4749,183.71701,23.8769,1.12393,0.78881
-40.64862,-44.4749,167.16548,29.84613,1.12393,0.83105
-40.64862,-44.4749,156.38113,17.05493,-1.12393,0.7614
-40.64862,-44.4749,188.1841,15.34944,1.12393,0.81446
-40.63214,-44.45823,96.47559,32.42382,-6.74596,0.64093
-40.63214,-44.45823,168.4156,27.29515,0,0.69187
-40.61566,-44.44156,108.6934,26.45363,-1.12416,0.63712
-40.61566,-44.44156,113.46051,23.04026,-1.12416,0.63714
-40.61566,-44.44156,138.2628,21.33179,-1.12407,0.65809
-40.61566,-44.44156,123.39476,23.03834,-1.12407,0.65204
-40.61566,-44.44156,91.40846,29.01124,-1.12407,0.94414
-40.61566,-44.44156,120.31114,25.59815,1.12407,0.76884
-40.61566,-44.44156,134.51247,22.18506,1.12407,0.75919
-40.61566,-44.44156,124.5782,25.59815,1.12407,0.85095
-40.61566,-44.44156,109.34345,29.01851,-3.37305,0.64386
-40.61566,-44.44156,183.68367,25.59601,1.12397,0.7657
-40.61566,-44.44156,174.51616,25.59601,1.12397,0.75261
-40.61566,-44.44156,203.81886,15.35761,-1.12397,0.69493
-40.61566,-44.44156,165.76535,28.15561,1.12397,0.84813
-40.61566,-44.44156,156.36449,17.91721,-1.12397,0.76468
-40.61566,-44.44156,188.16742,16.21081,1.12397,0.79848
-40.59918,-44.42489,127.21178,23.89796,0,0.76067
-40.59918,-44.42489,104.15965,28.16545,0,0.85802
-40.58271,-44.40822,106.07649,30.73667,-1.1242,0.55341
-40.58271,-44.40822,125.54496,23.90431,-1.12411,0.72875
-40.58271,-44.40822,132.7123,23.90431,1.12411,0.88532
-40.58271,-44.40822,120.31114,25.61176,1.12411,0.80666
-40.58271,-44.40822,134.49579,23.05058,1.12411,0.78772
-40.58271,-44.40822,124.59487,24.75803,1.12411,0.86533
-40.58271,-44.40822,183.65034,27.31693,1.12402,0.75643
-40.58271,-44.40822,211.31956,15.36577,1.12402,0.77729
-40.58271,-44.40822,176.98306,27.31693,1.12402,0.7319
-40.58271,-44.40822,156.36449,17.92673,-1.12402,0.76203
-40.58271,-44.40822,188.15076,17.07308,1.12402,0.78595
-40.56623,-44.39156,104.14298,29.03436,0,0.8538
-40.54976,-44.37489,112.02704,24.77324,-1.12425,0.52938
-40.54976,-44.37489,120.29447,26.47953,1.12415,0.83716
-40.54976,-44.37489,134.46245,24.77117,1.12415,0.81948
-40.54976,-44.37489,124.5782,25.62535,1.12415,0.88135
-40.54976,-44.37489,183.63367,28.18553,1.12406,0.75936
-40.54976,-44.37489,167.13214,31.60196,1.12406,0.86834
-40.54976,-44.37489,156.36449,17.93625,-1.12406,0.75408
-40.54976,-44.37489,207.23586,2.56232,1.12406,0.89795
-40.54976,-44.37489,188.13409,17.93625,1.12406,0.77724
-40.53329,-44.35822,104.14298,29.04977,0,0.8444
-40.53329,-44.35822,168.36559,29.90168,0,0.6955
-40.51681,-44.34155,91.3918,29.9121,-1.1242,0.93531
-40.51681,-44.34155,120.2778,27.3482,1.1242,0.85938
-40.51681,-44.34155,104.10964,30.76673,-1.1242,0.82942
-40.51681,-44.34155,134.42912,26.49357,1.1242,0.8487
-40.51681,-44.34155,124.56153,26.49357,1.1242,0.8959
-40.51681,-44.34155,183.617,29.05504,1.1241,0.76804
-40.51681,-44.34155,174.43282,29.9096,1.1241,0.74309
-40.51681,-44.34155,203.81886,15.38208,-1.1241,0.65454
-40.51681,-44.34155,165.74867,29.05504,1.1241,0.87207
-40.51681,-44.34155,188.11742,18.80032,1.1241,0.7721
-40.48388,-44.30821,109.1101,41.05431,-3.37356,0.62075
-40.48387,-44.3082,112.16039,24.79951,-1.12433,0.53706
-40.48387,-44.3082,132.7123,23.94235,-1.12424,0.85502
-40.48387,-44.3082,127.17844,25.65252,-1.12424,0.75226
-40.48387,-44.3082,125.49496,26.5076,-1.12424,0.71701
-40.48387,-44.3082,132.66228,26.5076,-1.12424,0.83752
-40.48387,-44.3082,138.14613,27.36269,-1.12424,0.60994
-40.48387,-44.3082,118.64432,30.78302,-1.12424,0.58102
-40.48387,-44.3082,120.2778,27.36269,1.12424,0.87386
-40.48387,-44.3082,104.10964,30.78302,-1.12424,0.80671
-40.48387,-44.3082,134.41245,27.36269,1.12424,0.86245
-40.48387,-44.3082,124.54487,27.36269,1.12424,0.90145
-40.48387,-44.3082,102.32614,38.48842,-1.12452,0.55311
-40.48387,-44.3082,183.58366,30.78045,1.12415,0.78085
-40.48387,-44.3082,211.36958,12.82519,1.12415,0.79343
-40.48387,-44.3082,176.91638,30.78045,1.12415,0.74646
-40.48387,-44.3082,156.28114,22.23033,1.12415,0.74858
-40.48387,-44.3082,188.10075,19.66529,1.12415,0.76978
-40.46741,-44.29153,156.28114,22.23621,0,0.74478
-40.45094,-44.27487,105.25975,28.23505,-1.12438,0.56858
-40.45094,-44.27487,113.21049,35.93552,1.12438,0.5946
-40.45094,-44.27487,120.26114,28.2327,1.12428,0.88197
-40.45094,-44.27487,104.09298,31.65484,-1.12428,0.78202
-40.45094,-44.27487,134.39578,28.2327,1.12428,0.85969
-40.45094,-44.27487,124.5282,28.2327,1.12428,0.89641
-40.45094,-44.27487,168.34892,30.79673,-1.12419,0.71682
-40.45094,-44.27487,183.56699,31.6522,1.12419,0.79603
-40.45094,-44.27487,167.13214,31.6522,1.12419,0.89986
-40.45094,-44.27487,188.08408,20.53115,1.12419,0.76877
-40.43448,-44.2582,106.92657,38.51252,0,0.60541
-40.43448,-44.2582,124.51153,29.09592,0,0.88657
-40.43448,-44.2582,92.57524,27.39125,6.74752,0.64084
-40.43448,-44.2582,174.39948,31.66056,0,0.77297
-40.43448,-44.2582,156.28114,22.24796,0,0.74146
-40.41802,-44.24153,120.14446,29.1036,1.12433,0.66525
-40.41802,-44.24153,120.24447,29.1036,1.12433,0.88561
-40.41802,-44.24153,104.0763,32.52755,-1.12433,0.76126
-40.41802,-44.24153,134.3791,29.1036,1.12433,0.85106
-40.41802,-44.24153,183.55032,32.52483,1.12423,0.80764
-40.41802,-44.24153,165.73201,29.95708,1.12423,0.89307
-40.41802,-44.24153,188.06741,21.39792,1.12423,0.76709
-40.40155,-44.22486,124.49486,29.96749,0,0.8779
-40.40155,-44.22486,96.37558,37.68286,-6.74778,0.54149
-40.40155,-44.22486,176.8997,31.67727,0,0.77931
-40.40155,-44.22486,156.28114,22.25971,0,0.734
-40.38509,-44.20819,108.59339,31.69092,-1.12446,0.5175
-40.38509,-44.20819,111.81036,35.97347,1.12446,0.59991
-40.38509,-44.20819,91.3918,29.97539,1.12437,0.93667
-40.38509,-44.20819,120.24447,29.11895,1.12437,0.88693
-40.38509,-44.20819,104.05964,33.40115,-1.12437,0.74364
-40.38509,-44.20819,134.36244,29.97539,1.12437,0.84605
-40.38509,-44.20819,183.55032,32.54199,1.12428,0.81265
-40.38509,-44.20819,211.36958,12.84552,1.12428,0.75408
-40.38509,-44.20819,156.28114,22.26558,-1.12428,0.72644
-40.38509,-44.20819,188.06741,21.40921,1.12428,0.76282
-40.36863,-44.19152,123.24474,30.83996,0,0.64671
-40.36863,-44.19152,115.72738,31.69662,0,0.53035
-40.36863,-44.19152,134.36244,29.98329,0,0.84725
-40.36863,-44.19152,124.49486,29.98329,0,0.87162
-40.36863,-44.19152,183.56699,31.69398,0,0.81608
-40.35217,-44.17485,99.50922,29.13673,-1.12451,0.59685
-40.35217,-44.17485,92.5419,27.4228,-1.12451,0.56278
-40.35217,-44.17485,105.94315,37.70636,-1.12451,0.55234
-40.35217,-44.17485,125.37828,32.56186,1.12441,0.70509
-40.35217,-44.17485,120.2278,29.99119,1.12441,0.88823
-40.35217,-44.17485,104.04298,34.27564,-1.12441,0.72863
-40.35217,-44.17485,109.1101,41.14108,-3.37408,0.66295
-40.35217,-44.17485,168.33224,31.70232,-1.12432,0.71302
-40.35217,-44.17485,174.39948,31.70232,-1.12432,0.78815
-40.35217,-44.17485,167.1488,30.8455,1.12432,0.88288
-40.35217,-44.17485,156.28114,22.27731,-1.12432,0.71409
-40.35217,-44.17485,188.05074,22.27731,1.12432,0.75571
-40.33572,-44.15818,113.22715,35.14472,0,0.59586
-40.33572,-44.15818,132.59561,29.99908,0,0.82812
-40.33572,-44.15818,134.36244,29.99908,0,0.84567
-40.33572,-44.15818,124.4782,30.8562,0,0.86474
-40.33572,-44.15818,183.55032,32.56771,0,0.81764
-40.31926,-44.14151,127.04509,32.579,1.12446,0.75793
-40.31926,-44.14151,120.2278,30.00697,1.12446,0.8899
-40.31926,-44.14151,134.36244,30.00697,-1.12446,0.83862
-40.31926,-44.14151,176.8997,31.71901,-1.12436,0.78233
-40.31926,-44.14151,190.56766,24.86292,1.12446,0.72256
-40.31926,-44.14151,165.74867,29.1472,1.12436,0.86783
-40.31926,-44.14151,156.28114,22.28903,-1.12436,0.69468
-40.31926,-44.14151,188.05074,22.28903,1.12436,0.74572
-40.30281,-44.12484,104.04298,34.3027,0,0.72379
-40.30281,-44.12484,124.4782,30.87243,0,0.85515
-40.30281,-44.12484,183.55032,32.58484,0,0.81697
-40.30281,-44.12484,203.53551,30.01235,0,0.71279
-40.28635,-44.10817,111.9437,36.0303,-1.12459,0.62323
-40.28635,-44.10817,111.81036,36.0303,-1.12459,0.63404
-40.28635,-44.10817,91.37514,30.88054,1.1245,0.93568
-40.28635,-44.10817,120.2278,30.02274,1.1245,0.89239
-40.28635,-44.10817,134.36244,30.02274,-1.1245,0.82586
-40.28635,-44.10817,183.56699,31.73568,-1.1244,0.81162
-40.28635,-44.10817,156.28114,22.30075,-1.1244,0.66919
-40.28635,-44.10817,188.05074,22.30075,1.1244,0.73402
-40.2699,-44.0915,132.57893,30.88864,0,0.82316
-40.2699,-44.0915,104.04298,34.32072,0,0.72431
-40.2699,-44.0915,124.4782,30.88864,0,0.84619
-40.25345,-44.07483,125.36161,33.47148,1.12454,0.70814
-40.25345,-44.07483,120.2278,30.03851,1.12454,0.89561
-40.25345,-44.07483,92.50856,30.90449,3.37447,0.6245
-40.25345,-44.07483,168.31558,32.61051,-1.12445,0.63639
-40.25345,-44.07483,183.56699,31.75234,-1.12445,0.80191
-40.25345,-44.07483,174.39948,31.75234,-1.12445,0.75667
-40.25345,-44.07483,167.18214,29.17783,1.12445,0.77254
-40.25345,-44.07483,156.28114,22.31246,-1.12445,0.63842
-40.25345,-44.07483,188.05074,22.31246,1.12445,0.722
-40.237,-44.05816,120.09445,31.76332,0,0.70955
-40.237,-44.05816,118.61098,32.62179,0,0.6393
-40.237,-44.05816,104.05964,33.48026,0,0.71732
-40.22055,-44.04149,113.21049,36.06812,-1.12468,0.59459
-40.22055,-44.04149,138.09612,30.05426,-1.12458,0.70149
-40.22055,-44.04149,91.35846,31.77164,-1.12458,0.9139
-40.22055,-44.04149,120.2278,30.05426,1.12458,0.89915
-40.22055,-44.04149,104.05964,33.48903,-1.12458,0.70103
-40.22055,-44.04149,134.36244,30.05426,1.12458,0.81908
-40.22055,-44.04149,124.46152,31.77164,1.12458,0.84056
-40.22055,-44.04149,109.1101,41.22759,-3.3746,0.65063
-40.22055,-44.04149,183.56699,31.76899,-1.12449,0.78566
-40.22055,-44.04149,176.8997,31.76899,-1.12449,0.72921
-40.22055,-44.04149,165.74867,29.19313,1.12449,0.72945
-40.22055,-44.04149,188.05074,22.32416,1.12449,0.7107
-40.2041,-44.02482,132.57893,30.92105,0,0.82195
-40.18766,-44.00815,108.59339,33.50936,-1.12472,0.68235
-40.18766,-44.00815,113.49384,33.50936,-1.12472,0.75601
-40.18766,-44.00815,110.5269,31.79094,-1.12472,0.7793
-40.18766,-44.00815,127.04509,32.64742,1.12463,0.75997
-40.18766,-44.00815,120.2278,30.07,1.12463,0.90259
-40.18766,-44.00815,104.04298,34.36571,-1.12463,0.69148
-40.18766,-44.00815,134.36244,30.07,1.12463,0.82408
-40.18766,-44.00815,124.46152,31.78828,1.12463,0.83773
-40.18766,-44.00815,183.56699,31.78563,-1.12453,0.76209
-40.18766,-44.00815,203.33549,40.37634,1.12453,0.77752
-40.18766,-44.00815,190.55098,25.77428,1.12463,0.68628
-40.18766,-44.00815,188.05074,22.33585,1.12453,0.70072
-40.17122,-43.99148,96.34225,39.54081,-6.74959,0.51568
-40.15477,-43.97481,108.47672,37.82521,-1.12477,0.55966
-40.15477,-43.97481,111.79369,36.96555,-1.12477,0.67844
-40.15477,-43.97481,125.37828,32.6645,1.12467,0.70649
-40.15477,-43.97481,115.67738,34.38368,-1.12467,0.59434
-40.15477,-43.97481,108.17668,34.38368,-1.12467,0.53145
-40.15477,-43.97481,120.21113,30.94531,1.12467,0.90567
-40.15477,-43.97481,104.04298,34.38368,-1.12467,0.67802
-40.15477,-43.97481,134.34576,30.94531,1.12467,0.83179
-40.15477,-43.97481,124.46152,31.80491,1.12467,0.83696
-40.15477,-43.97481,183.56699,31.80225,-1.12458,0.72879
-40.15477,-43.97481,174.38281,32.66177,-1.12458,0.6665
-40.15477,-43.97481,167.16548,30.08321,1.12458,0.51825
-40.13833,-43.95814,123.19474,33.53285,0,0.60771
-40.12189,-43.94147,105.92648,38.70508,-1.12481,0.59426
-40.12189,-43.94147,120.21113,30.96148,1.12471,0.90856
-40.12189,-43.94147,134.32912,31.82152,1.12471,0.83518
-40.12189,-43.94147,124.44485,32.68156,1.12471,0.83372
-40.12189,-43.94147,183.56699,31.81886,-1.12462,0.68848
-40.12189,-43.94147,176.88304,32.67883,-1.12462,0.63286
-40.12189,-43.94147,165.66534,33.5388,1.12462,0.51173
-40.08901,-43.90813,111.9437,36.14359,-1.12485,0.71008
-40.08901,-43.90813,113.16048,38.72528,-1.12485,0.63387
-40.08901,-43.90813,118.77766,37.86155,-1.12476,0.5299
-40.08901,-43.90813,120.21113,30.97763,1.12476,0.91135
-40.08901,-43.90813,104.0263,35.28008,1.12476,0.68442
-40.08901,-43.90813,134.34576,30.97763,1.12476,0.83307
-40.08901,-43.90813,124.44485,32.69861,1.12476,0.82693
-40.08901,-43.90813,109.1101,41.31386,-3.37512,0.628
-40.08901,-43.90813,210.8362,40.43965,1.12466,0.92054
-40.08901,-43.90813,203.33549,40.43965,1.12466,0.81324
-40.07258,-43.89146,132.56229,31.84642,0,0.83129
-40.07258,-43.89146,132.56229,31.84642,0,0.84531
-40.05614,-43.87479,125.37828,32.71565,1.1248,0.69909
-40.05614,-43.87479,127.04509,32.71565,1.1248,0.74963
-40.05614,-43.87479,120.21113,30.99378,1.1248,0.91434
-40.05614,-43.87479,104.0263,35.29847,1.1248,0.71055
-40.05614,-43.87479,134.34576,30.99378,1.1248,0.83008
-40.05614,-43.87479,124.42818,33.57659,1.1248,0.82072
-40.05614,-43.87479,183.41698,39.59985,1.12471,0.671
-40.05614,-43.87479,190.53432,26.68909,1.1248,0.6017
-40.05614,-43.87479,167.06548,35.29552,1.12471,0.52396
-40.03971,-43.85812,120.07779,32.72417,0,0.70984
-40.02328,-43.84145,111.81036,36.18125,-1.12494,0.72208
-40.02328,-43.84145,118.57764,34.45545,-1.12484,0.62155
-40.02328,-43.84145,120.19447,31.87129,1.12484,0.9178
-40.02328,-43.84145,104.0263,35.31684,1.12484,0.73185
-40.02328,-43.84145,134.34576,31.00991,1.12484,0.82947
-40.02328,-43.84145,124.41152,34.45545,1.12484,0.82138
-40.02328,-43.84145,168.16557,40.48177,1.12475,0.52574
-40.02328,-43.84145,183.40031,40.48177,1.12475,0.70604
-40.02328,-43.84145,174.2328,40.48177,1.12475,0.64989
-40.02328,-43.84145,165.61533,36.1752,1.12475,0.62872
-40.02328,-43.84145,187.86739,31.86863,1.12475,0.77359
-40.00684,-43.82478,104.0263,35.32602,0,0.74098
-40.00684,-43.82478,210.91953,36.18461,0,0.93731
-40.00684,-43.82478,203.40218,37.04614,0,0.82514
-40.00684,-43.82478,176.73303,40.4923,0,0.67382
-39.99041,-43.80811,105.14307,34.47624,-1.12498,0.58626
-39.99041,-43.80811,120.19447,31.88786,1.12489,0.92152
-39.99041,-43.80811,134.34576,31.02603,1.12489,0.83281
-39.99041,-43.80811,124.41152,34.47336,1.12489,0.82421
-39.99041,-43.80811,183.40031,40.50282,1.12479,0.74418
-39.99041,-43.80811,187.83406,33.60872,1.12479,0.81558
-39.97398,-43.79144,125.36161,33.62025,0,0.66407
-39.97398,-43.79144,104.0263,35.34437,0,0.74634
-39.97398,-43.79144,183.40031,40.51333,0,0.7766
-39.95755,-43.77477,113.17715,37.94355,-1.12502,0.68103
-39.95755,-43.77477,138.07945,31.04213,-1.12493,0.71907
-39.95755,-43.77477,118.77766,37.94038,1.12493,0.58455
-39.95755,-43.77477,120.19447,31.90441,1.12493,0.92499
-39.95755,-43.77477,104.00964,36.21582,-1.12493,0.75275
-39.95755,-43.77477,134.34576,31.04213,1.12493,0.84012
-39.95755,-43.77477,124.44485,32.7667,1.12493,0.8282
-39.95755,-43.77477,109.17677,37.94989,-3.37563,0.55893
-39.95755,-43.77477,168.16557,40.52384,-1.12484,0.6409
-39.95755,-43.77477,183.40031,40.52384,-1.12484,0.80323
-39.95755,-43.77477,174.2328,40.52384,-1.12484,0.71819
-39.95755,-43.77477,167.06548,35.35059,1.12484,0.74309
-39.95755,-43.77477,187.81738,34.48838,1.12484,0.84369
-39.94113,-43.7581,127.04509,32.77519,0,0.7185
-39.94113,-43.7581,132.52895,33.6377,0,0.8206
-39.94113,-43.7581,92.52522,30.19524,-6.7514,0.65111
